1.09375,8021.032168,1.109375,7495.028088,1.09375,7396.027351,1.09375,7478.02796,1.09375,7549.028494,1.09375,8066.03253,1.109375,8753.038308,1.09375,8926.039837,1.09375,8826.038949,1.078125,9310.043338,1.09375,650.0002113,1.09375,655.0002145,1.078125,660.0002178,1.09375,676.0002285,1.109375,597.0001782,1.09375,37047.68626,1.09375,28869.41672,1.109375,25674.32958,1.109375,23703.28092,1.09375,22429.25153,1.078125,21513.23141,1.078125,22894.26207,1.078125,23179.26864,1.09375,23664.28,1.078125,23042.26547,1.109375,762.0002903,1.09375,782.0003057,1.078125,731.0002672,1.09375,769.0002957,1.09375,771.0002972,1.09375,73847.72668,1.078125,57402.6475,1.09375,48252.16412,1.09375,42464.90162,1.109375,40947.83835,1.09375,39547.782,1.09375,37947.72001,1.078125,37559.70536,1.09375,37377.69854,1.078125,36519.66683,1.109375,775.0003003,1.09375,773.0002988,1.09375,704.0002478,1.09375,749.0002805,1.109375,758.0002873
4.90625,8283.034304,4.9375,7725.029838,4.921875,7372.027173,4.90625,7516.028245,4.890625,7486.02802,4.921875,8230.033867,4.921875,8871.039348,4.921875,8872.039356,4.90625,8919.039775,4.875,9582.045908,4.90625,616.0001897,4.90625,662.0002192,4.875,606.0001836,4.921875,583.00017,4.921875,650.0002113,4.890625,36767.67592,4.90625,28609.40925,4.9375,25569.32689,4.921875,23633.27926,4.921875,22174.24585,4.875,21454.23014,4.890625,22736.25847,4.890625,23394.27364,4.90625,23172.26847,4.875,22718.25806,4.921875,778.0003026,4.921875,736.0002708,4.890625,794.0003152,4.90625,736.0002708,4.90625,748.0002798,4.90625,71578.56168,4.90625,56246.58181,4.921875,48165.15992,4.921875,42390.89848,4.953125,40999.84048,4.9375,39381.77545,4.921875,38134.72712,4.890625,37461.70168,4.90625,37179.69116,4.890625,36385.66195,4.9375,765.0002926,4.921875,741.0002746,4.90625,736.0002708,4.9375,732.0002679,4.984375,725.0002628
8.734375,8207.033678,8.75,7502.02814,8.71875,7375.027195,8.703125,7623.029055,8.6875,7523.028298,8.71875,8169.033366,8.734375,8878.03941,8.71875,8800.03872,8.734375,9117.04156,8.6875,9740.047434,8.703125,609.0001854,8.703125,643.0002067,8.6875,631.0001991,8.71875,615.0001891,8.71875,660.0002178,8.703125,35563.63238,8.71875,28383.4028,8.734375,25751.33156,8.71875,23652.27971,8.71875,22199.2464,8.671875,21483.23076,8.6875,22956.26349,8.6875,23134.2676,8.703125,23262.27056,8.703125,22933.26297,8.734375,791.0003129,8.734375,723.0002613,8.6875,739.000273,8.703125,781.000305,8.71875,732.0002679,8.734375,69992.44941,8.703125,55020.5136,8.734375,47773.14112,8.71875,42135.8877,8.765625,40971.83933,8.734375,39226.76936,8.71875,37745.71236,8.6875,37557.70528,8.703125,37378.69857,8.6875,36723.67431,8.75,797.0003176,8.71875,714.0002549,8.703125,771.0002972,8.734375,728.0002649,8.796875,725.0002628
12.53125,7859.030882,12.546875,7430.027603,12.515625,7588.028789,12.5,7540.028426,12.5,7568.028637,12.515625,8360.034945,12.53125,8804.038755,12.515625,8793.038659,12.53125,8652.037429,12.484375,9646.046523,12.515625,659.0002172,12.515625,607.0001843,12.5,645.000208,12.53125,626.0001959,12.515625,645.000208,12.5,34637.59987,12.53125,28313.40082,12.546875,25351.32134,12.515625,23426.27439,12.515625,21983.24163,12.46875,21610.2335,12.5,23257.27045,12.5,23580.27801,12.5,23281.27101,12.515625,23078.2663,12.53125,754.0002842,12.53125,763.000291,12.5,771.0002972,12.515625,783.0003065,12.515625,796.0003168,12.53125,69327.40309,12.515625,54756.49911,12.53125,47531.12959,12.515625,42087.88568,12.5625,40862.83487,12.53125,39161.76681,12.546875,37905.71841,12.5,37609.70724,12.515625,37949.72008,12.5,36773.67614,12.5625,720.0002592,12.53125,739.000273,12.515625,700.000245,12.53125,756.0002858,12.609375,723.0002613
16.328125,7925.031403,16.34375,7624.029063,16.3125,7479.027968,16.296875,7322.026806,16.296875,7603.028903,16.3125,8516.036261,16.328125,8760.038369,16.328125,8793.038659,16.328125,8621.037161,16.28125,9675.046803,16.3125,581.0001688,16.3125,612.0001873,16.296875,661.0002184,16.328125,652.0002125,16.3125,609.0001854,16.296875,33841.57262,16.328125,28489.40582,16.359375,25450.32386,16.328125,23524.27669,16.3125,21994.24187,16.265625,21299.22683,16.3125,23242.2701,16.296875,23695.28073,16.3125,23161.26822,16.3125,22870.26152,16.328125,769.0002957,16.328125,751.000282,16.296875,744.0002768,16.328125,731.0002672,16.3125,723.0002613,16.328125,68457.34315,16.3125,54079.46227,16.328125,47377.12228,16.328125,42232.8918,16.375,40654.8264,16.359375,39070.76325,16.359375,38056.72415,16.296875,37405.69958,16.328125,37471.70206,16.296875,36434.66373,16.375,708.0002506,16.34375,750.0002812,16.328125,704.0002478,16.359375,771.0002972,16.421875,742.0002753
20.140625,7873.030992,20.15625,7607.028933,20.125,7364.027114,20.125,7376.027203,20.125,7510.0282,20.125,8438.0356,20.140625,8822.038914,20.125,8657.037472,20.140625,8608.037049,20.078125,10220.05222,20.109375,586.0001717,20.109375,626.0001959,20.09375,589.0001735,20.125,655.0002145,20.125,655.0002145,20.09375,33894.57441,20.125,28246.39893,20.171875,25229.31826,20.125,23169.26841,20.125,21890.23959,20.0625,21169.22407,20.109375,23229.2698,20.09375,23589.27822,20.109375,22957.26352,20.109375,22843.26091,20.140625,694.0002408,20.15625,765.0002926,20.09375,789.0003113,20.125,769.0002957,20.140625,785.0003081,20.140625,68302.33255,20.125,54255.4718,20.15625,46905.10003,20.125,41915.87846,20.1875,40785.83173,20.171875,39086.76388,20.15625,37474.70217,20.109375,37746.7124,20.125,37642.70848,20.09375,36635.67108,20.1875,732.0002679,20.15625,721.00026,20.125,717.0002571,20.15625,761.0002896,20.234375,769.0002957
23.9375,7758.030093,23.953125,7774.030218,23.921875,7444.027707,23.921875,7451.027759,23.921875,7701.029653,23.921875,8590.036894,23.953125,8846.039126,23.9375,8896.03957,23.9375,8655.037455,23.890625,10050.0505,23.90625,591.0001747,23.90625,658.0002165,23.890625,580.0001682,23.9375,593.0001758,23.921875,575.0001653,23.90625,33677.56708,23.921875,28017.39248,23.96875,24998.31246,23.921875,22824.26047,23.9375,22241.24733,23.859375,21279.2264,23.90625,23669.28012,23.90625,23318.27187,23.921875,23446.27486,23.90625,22928.26285,23.9375,779.0003034,23.953125,730.0002665,23.90625,743.000276,23.953125,779.0003034,23.9375,768.000295,23.953125,67207.25836,23.9375,53779.44609,23.953125,46845.09721,23.921875,41698.86939,23.984375,40204.8082,23.984375,38693.74859,23.96875,36922.68163,23.9375,37348.69745,23.953125,37164.6906,23.90625,36666.67221,24,759.000288,23.96875,738.0002723,23.953125,793.0003144,23.953125,698.0002436,24.046875,768.000295
27.734375,7859.030882,27.75,7618.029017,27.71875,7552.028517,27.71875,7466.027871,27.71875,7752.030047,27.71875,8879.039419,27.75,8767.03843,27.75,8807.038782,27.75,8768.038439,27.6875,10176.05178,27.71875,593.0001758,27.703125,691.0002387,27.6875,643.0002067,27.734375,622.0001934,27.71875,607.0001843,27.703125,32835.53908,27.734375,27549.37948,27.765625,24550.30136,27.734375,22813.26022,27.734375,21991.24181,27.671875,21266.22612,27.71875,23227.26975,27.703125,23296.27136,27.734375,23229.2698,27.703125,23072.26616,27.734375,759.000288,27.75,714.0002549,27.703125,758.0002873,27.765625,740.0002739,27.734375,763.000291,27.75,66097.18437,27.734375,53561.43439,27.75,46780.09417,27.734375,41151.84673,27.796875,40484.8195,27.8125,38300.73346,27.765625,37642.70848,27.734375,37793.71417,27.765625,37108.68852,27.71875,36336.66017,27.8125,743.000276,27.78125,806.0003248,27.765625,691.0002387,27.765625,732.0002679,27.84375,774.0002995
31.53125,7683.029514,31.546875,7482.02799,31.515625,7357.027063,31.515625,7522.02829,31.515625,7886.031095,31.515625,8908.039676,31.546875,8878.03941,31.5625,8600.03698,31.578125,8673.037611,31.484375,10556.05571,31.515625,607.0001843,31.5,640.0002048,31.484375,592.0001753,31.53125,655.0002145,31.53125,665.0002211,31.5,31910.50913,31.53125,27194.36976,31.5625,24557.30153,31.5625,23144.26783,31.53125,21709.23564,31.46875,21324.22736,31.515625,23273.27082,31.5,23150.26797,31.53125,23580.27801,31.515625,22914.26253,31.5625,792.0003137,31.5625,780.0003042,31.5,740.0002739,31.578125,757.0002865,31.546875,772.000298,31.546875,65381.1373,31.53125,53044.40683,31.578125,46542.08307,31.53125,41271.85167,31.609375,40042.8017,31.609375,38608.74531,31.5625,37531.70431,31.546875,37998.72194,31.578125,37382.69872,31.515625,36325.65977,31.625,719.0002585,31.578125,725.0002628,31.578125,768.000295,31.578125,749.0002805,31.65625,715.0002556
35.34375,7679.029484,35.359375,7644.029215,35.3125,7505.028163,35.328125,7456.027796,35.328125,7874.031,35.328125,8687.037732,35.34375,8763.038395,35.375,8624.037187,35.375,8758.038352,35.28125,11038.06092,35.3125,598.0001788,35.296875,672.0002258,35.28125,631.0001991,35.34375,623.0001941,35.328125,667.0002225,35.296875,31690.50214,35.34375,27100.36721,35.359375,24902.31006,35.375,23049.26563,35.328125,21477.23063,35.296875,21414.22928,35.34375,23665.28002,35.3125,23064.26598,35.34375,23387.27348,35.3125,22785.25958,35.359375,808.0003265,35.375,771.0002972,35.3125,744.0002768,35.390625,727.0002642,35.34375,731.0002672,35.359375,63559.01983,35.34375,52103.35736,35.375,45845.05087,35.34375,41258.85113,35.4375,40150.80603,35.421875,38538.74261,35.375,37808.71474,35.359375,38008.72232,35.390625,37190.69157,35.328125,36675.67254,35.4375,698.0002436,35.390625,772.000298,35.390625,727.0002642,35.375,773.0002988,35.484375,737.0002716
